Memory,Read,W1.writes,W2.writes,W3.writes
73691136,464125952,464060416,464060416,464060416
73691136,464715776,464650240,464650240,464650240
73691136,465305600,465240064,465240064,465240064
73691136,466026496,465960960,465960960,465960960
73691136,466681856,466681856,466681856,466681856
73691136,467402752,467337216,467337216,467337216
73691136,468123648,468058112,468058112,468058112
73691136,468844544,468779008,468779008,468779008
73691136,469499904,469434368,469434368,469434368
73691136,470089728,470024192,470024192,470024192
73691136,470810624,470745088,470745088,470745088
74231808,471531520,471465984,471465984,471465984
74231808,472317952,472252416,472252416,472252416
74231808,472907776,472842240,472842240,472842240
74231808,473563136,473497600,473497600,473497600
74231808,474218496,474152960,474152960,474152960
74231808,474873856,474808320,474808320,474808320
74231808,475660288,475594752,475594752,475594752
74231808,476381184,476315648,476315648,476315648
74231808,477036544,476971008,476971008,476971008
74231808,477691904,477626368,477626368,477626368
74231808,478347264,478281728,478281728,478281728
74231808,479002624,478937088,478937088,478937088
74231808,479657984,479592448,479592448,479592448
74231808,480313344,480247808,480247808,480247808
74502144,480837632,480772096,480772096,480772096
74502144,481492992,481427456,481427456,481427456
74502144,482148352,482082816,482082816,482082816
74502144,482869248,482803712,482803712,482803712
74502144,483590144,483524608,483524608,483524608
74502144,484311040,484245504,484245504,484245504
74502144,485031936,484966400,484966400,484966400
74502144,485621760,485556224,485556224,485556224
74502144,486408192,486342656,486342656,486342656
74502144,487063552,486998016,486998016,486998016
74502144,487784448,487718912,487718912,487718912
74502144,488505344,488439808,488439808,488439808
74502144,489226240,489160704,489160704,489160704
74502144,489750528,489684992,489684992,489684992
75042816,490405888,490340352,490340352,490340352
75042816,491126784,491061248,491061248,491061248
75042816,491847680,491782144,491782144,491782144
75042816,492437504,492371968,492371968,492371968
75042816,493027328,493027328,493027328,493027328
75042816,493682688,493617152,493617152,493617152
75042816,494338048,494272512,494272512,494272512
75042816,495124480,495058944,495058944,495058944
75042816,495779840,495779840,495779840,495779840
75042816,496500736,496435200,496435200,496435200
75042816,497156096,497090560,497090560,497090560
75042816,497680384,497614848,497614848,497614848
75042816,498335744,498270208,498270208,498270208
75042816,498925568,498860032,498860032,498860032
75579392,499515392,499449856,499449856,499449856
75579392,500105216,500039680,500039680,500039680
75579392,500695040,500629504,500629504,500629504
75579392,501284864,501284864,501284864,501284864
75579392,501940224,501874688,501874688,501874688
75579392,502530048,502464512,502464512,502464512
75579392,503185408,503119872,503119872,503119872
75579392,503971840,503906304,503906304,503906304
75579392,504692736,504627200,504627200,504627200
75579392,505413632,505348096,505348096,505348096
75579392,506200064,506134528,506134528,506134528
75579392,506855424,506789888,506789888,506789888
75579392,507510784,507445248,507445248,507445248
75579392,507707392,507641856,507641856,507641856
75579392,508493824,508428288,508428288,508428288
76120064,509214720,509149184,509149184,509149184
76120064,509935616,509870080,509870080,509870080
76120064,510656512,510590976,510590976,510590976
76120064,511246336,511180800,511180800,511180800
76120064,511836160,511770624,511770624,511770624
76120064,512491520,512425984,512425984,512425984
76120064,513146880,513081344,513081344,513081344
76120064,513736704,513736704,513736704,513736704
76120064,514392064,514326528,514326528,514326528
76120064,514981888,514916352,514916352,514916352
76120064,515637248,515571712,515571712,515571712
76120064,516227072,516161536,516161536,516161536
76120064,516816896,516751360,516751360,516751360
76120064,517406720,517341184,517341184,517341184
76120064,517996544,517931008,517931008,517931008
76857344,518651904,518586368,518586368,518586368
76857344,519241728,519176192,519176192,519176192
76857344,519897088,519831552,519831552,519831552
76857344,520486912,520421376,520421376,520421376
76857344,521076736,521011200,521011200,521011200
76857344,521601024,521535488,521535488,521535488
76857344,522190848,522125312,522125312,522125312
76857344,522715136,522649600,522649600,522649600
76857344,523370496,523304960,523304960,523304960
76857344,524091392,524025856,524025856,524025856
76857344,524812288,524746752,524746752,524746752
76857344,525533184,525467648,525467648,525467648
76857344,526254080,526188544,526188544,526188544
76857344,526974976,526909440,526909440,526909440
77148160,527695872,527630336,527630336,527630336
77148160,528416768,528351232,528351232,528351232
77148160,529072128,529006592,529006592,529006592
77148160,529661952,529596416,529596416,529596416
77148160,530382848,530317312,530317312,530317312
77148160,530972672,530907136,530907136,530907136
77148160,531628032,531562496,531562496,531562496
77148160,532217856,532152320,532152320,532152320
77148160,532873216,532807680,532807680,532807680
77148160,533594112,533528576,533528576,533528576
77148160,534315008,534249472,534249472,534249472
77148160,534970368,534904832,534904832,534904832
77148160,535691264,535625728,535625728,535625728
77148160,536346624,536281088,536281088,536281088
77148160,536870912,536870912,536870912,536870912
77148160,536870912,536870912,536870912,536870912
