Memory,Read,W1.writes,W2.writes,W3.writes,W1.pushes,W2.pushes
557740032,536870912,536870912,354615296,354484224,536870912,354549760
557760512,536870912,536870912,355336192,355205120,536870912,355270656
557760512,536870912,536870912,356057088,355926016,536870912,355991552
557760512,536870912,536870912,356712448,356581376,536870912,356646912
557760512,536870912,536870912,357367808,357236736,536870912,357302272
557760512,536870912,536870912,358088704,357957632,536870912,358023168
557760512,536870912,536870912,358875136,358744064,536870912,358809600
557760512,536870912,536870912,359596032,359464960,536870912,359530496
557760512,536870912,536870912,360316928,360185856,536870912,360251392
557760512,536870912,536870912,361037824,360906752,536870912,360972288
557760512,536870912,536870912,361693184,361562112,536870912,361627648
557760512,536870912,536870912,362414080,362283008,536870912,362348544
557760512,536870912,536870912,363134976,363003904,536870912,363069440
557760512,536870912,536870912,363921408,363790336,536870912,363855872
557760512,536870912,536870912,364642304,364511232,536870912,364576768
557760512,536870912,536870912,365297664,365166592,536870912,365232128
557760512,536870912,536870912,366018560,365887488,536870912,365953024
557760512,536870912,536870912,366673920,366542848,536870912,366608384
558018560,536870912,536870912,367394816,367263744,536870912,367329280
558018560,536870912,536870912,368115712,367984640,536870912,368050176
558018560,536870912,536870912,368836608,368705536,536870912,368771072
558018560,536870912,536870912,369491968,369360896,536870912,369426432
558018560,536870912,536870912,370147328,370016256,536870912,370081792
558018560,536870912,536870912,370802688,370671616,536870912,370737152
558018560,536870912,536870912,371523584,371392512,536870912,371458048
558018560,536870912,536870912,372244480,372113408,536870912,372178944
558018560,536870912,536870912,372965376,372834304,536870912,372899840
558145536,536870912,536870912,373620736,373489664,536870912,373555200
558145536,536870912,536870912,374276096,374145024,536870912,374210560
558145536,536870912,536870912,374931456,374800384,536870912,374865920
558145536,536870912,536870912,375652352,375521280,536870912,375586816
558145536,536870912,536870912,376373248,376242176,536870912,376307712
558145536,536870912,536870912,377094144,376963072,536870912,377028608
558145536,536870912,536870912,377749504,377618432,536870912,377683968
558145536,536870912,536870912,378470400,378339328,536870912,378404864
558145536,536870912,536870912,379125760,378994688,536870912,379060224
558272512,536870912,536870912,379846656,379715584,536870912,379781120
558272512,536870912,536870912,380567552,380436480,536870912,380502016
558272512,536870912,536870912,381288448,381157376,536870912,381222912
558272512,536870912,536870912,381943808,381812736,536870912,381878272
558272512,536870912,536870912,382664704,382533632,536870912,382599168
558272512,536870912,536870912,383320064,383188992,536870912,383254528
558272512,536870912,536870912,384040960,383909888,536870912,383975424
558272512,536870912,536870912,384761856,384630784,536870912,384696320
558272512,536870912,536870912,385482752,385351680,536870912,385417216
558403584,536870912,536870912,386138112,386007040,536870912,386072576
558403584,536870912,536870912,386793472,386662400,536870912,386727936
558403584,536870912,536870912,387448832,387317760,536870912,387383296
558403584,536870912,536870912,388104192,387973120,536870912,388038656
558403584,536870912,536870912,388890624,388759552,536870912,388825088
558403584,536870912,536870912,389611520,389480448,536870912,389545984
558403584,536870912,536870912,390332416,390201344,536870912,390266880
558403584,536870912,536870912,391053312,390922240,536870912,390987776
558632960,536870912,536870912,391708672,391577600,536870912,391643136
558632960,536870912,536870912,392364032,392232960,536870912,392298496
558632960,536870912,536870912,393084928,392953856,536870912,393019392
558632960,536870912,536870912,393871360,393740288,536870912,393805824
558632960,536870912,536870912,394592256,394461184,536870912,394526720
558632960,536870912,536870912,395313152,395182080,536870912,395247616
558632960,536870912,536870912,395968512,395837440,536870912,395902976
558632960,536870912,536870912,396689408,396558336,536870912,396623872
558632960,536870912,536870912,397410304,397279232,536870912,397344768
558661632,536870912,536870912,398131200,398000128,536870912,398065664
558661632,536870912,536870912,398852096,398721024,536870912,398786560
558661632,536870912,536870912,399572992,399441920,536870912,399507456
558661632,536870912,536870912,400228352,400097280,536870912,400162816
558661632,536870912,536870912,400949248,400818176,536870912,400883712
558661632,536870912,536870912,401735680,401604608,536870912,401670144
558661632,536870912,536870912,402456576,402325504,536870912,402391040
558661632,536870912,536870912,403243008,403111936,536870912,403177472
558784512,536870912,536870912,403963904,403832832,536870912,403898368
558784512,536870912,536870912,404750336,404619264,536870912,404684800
558784512,536870912,536870912,405471232,405340160,536870912,405405696
558784512,536870912,536870912,406192128,406061056,536870912,406126592
558784512,536870912,536870912,406978560,406847488,536870912,406913024
558784512,536870912,536870912,407699456,407568384,536870912,407633920
558784512,536870912,536870912,408485888,408354816,536870912,408420352
558784512,536870912,536870912,409206784,409075712,536870912,409141248
558915584,536870912,536870912,409927680,409796608,536870912,409862144
558915584,536870912,536870912,410714112,410583040,536870912,410648576
558915584,536870912,536870912,411435008,411303936,536870912,411369472
558915584,536870912,536870912,412155904,412024832,536870912,412090368
558915584,536870912,536870912,412876800,412745728,536870912,412811264
558915584,536870912,536870912,413663232,413532160,536870912,413597696
558915584,536870912,536870912,414384128,414253056,536870912,414318592
558915584,536870912,536870912,415105024,414973952,536870912,415039488
559042560,536870912,536870912,415825920,415694848,536870912,415760384
559042560,536870912,536870912,416546816,416415744,536870912,416481280
559042560,536870912,536870912,417202176,417071104,536870912,417136640
559042560,536870912,536870912,417923072,417792000,536870912,417857536
559042560,536870912,536870912,418709504,418578432,536870912,418643968
559042560,536870912,536870912,419430400,419299328,536870912,419364864
559042560,536870912,536870912,420151296,420020224,536870912,420085760
559042560,536870912,536870912,420806656,420675584,536870912,420741120
559042560,536870912,536870912,421527552,421396480,536870912,421462016
559169536,536870912,536870912,422248448,422117376,536870912,422182912
559169536,536870912,536870912,423034880,422903808,536870912,422969344
559169536,536870912,536870912,423755776,423624704,536870912,423690240
559169536,536870912,536870912,424411136,424280064,536870912,424345600
559169536,536870912,536870912,425066496,424935424,536870912,425000960
559169536,536870912,536870912,425787392,425656320,536870912,425721856
559169536,536870912,536870912,426508288,426377216,536870912,426442752
559169536,536870912,536870912,427294720,427163648,536870912,427229184
559300608,536870912,536870912,428015616,427884544,536870912,427950080
559300608,536870912,536870912,428736512,428605440,536870912,428670976
559300608,536870912,536870912,429391872,429260800,536870912,429326336
559300608,536870912,536870912,430047232,429916160,536870912,429981696
559300608,536870912,536870912,430768128,430637056,536870912,430702592
559300608,536870912,536870912,431554560,431423488,536870912,431489024
559300608,536870912,536870912,432275456,432144384,536870912,432209920
559300608,536870912,536870912,432930816,432799744,536870912,432865280
559300608,536870912,536870912,433586176,433455104,536870912,433520640
559427584,536870912,536870912,434241536,434110464,536870912,434176000
559427584,536870912,536870912,434962432,434831360,536870912,434896896
559427584,536870912,536870912,435683328,435552256,536870912,435617792
559427584,536870912,536870912,436469760,436338688,536870912,436404224
559427584,536870912,536870912,437190656,437059584,536870912,437125120
559427584,536870912,536870912,437911552,437780480,536870912,437846016
559427584,536870912,536870912,438632448,438501376,536870912,438566912
559427584,536870912,536870912,439287808,439156736,536870912,439222272
559427584,536870912,536870912,440008704,439877632,536870912,439943168
559566848,536870912,536870912,440729600,440598528,536870912,440664064
559566848,536870912,536870912,441450496,441319424,536870912,441384960
559566848,536870912,536870912,442105856,441974784,536870912,442040320
559566848,536870912,536870912,442761216,442630144,536870912,442695680
559566848,536870912,536870912,443416576,443285504,536870912,443351040
559566848,536870912,536870912,444203008,444071936,536870912,444137472
559566848,536870912,536870912,444923904,444792832,536870912,444858368
559566848,536870912,536870912,445644800,445513728,536870912,445579264
559689728,536870912,536870912,446365696,446234624,536870912,446300160
559689728,536870912,536870912,447021056,446889984,536870912,446955520
559689728,536870912,536870912,447676416,447545344,536870912,447610880
559689728,536870912,536870912,448397312,448266240,536870912,448331776
559689728,536870912,536870912,449183744,449052672,536870912,449118208
559689728,536870912,536870912,449904640,449773568,536870912,449839104
559689728,536870912,536870912,450691072,450560000,536870912,450625536
559689728,536870912,536870912,451346432,451215360,536870912,451280896
559689728,536870912,536870912,452067328,451936256,536870912,452001792
559820800,536870912,536870912,452788224,452657152,536870912,452722688
559820800,536870912,536870912,453509120,453378048,536870912,453443584
559820800,536870912,536870912,454295552,454164480,536870912,454230016
559820800,536870912,536870912,454950912,454819840,536870912,454885376
559820800,536870912,536870912,455671808,455540736,536870912,455606272
559820800,536870912,536870912,456327168,456196096,536870912,456261632
559820800,536870912,536870912,457048064,456916992,536870912,456982528
559820800,536870912,536870912,457768960,457637888,536870912,457703424
559943680,536870912,536870912,458489856,458358784,536870912,458424320
559943680,536870912,536870912,459145216,459014144,536870912,459079680
559943680,536870912,536870912,459800576,459669504,536870912,459735040
559943680,536870912,536870912,460455936,460324864,536870912,460390400
559943680,536870912,536870912,461176832,461045760,536870912,461111296
559943680,536870912,536870912,461897728,461766656,536870912,461832192
559943680,536870912,536870912,462618624,462487552,536870912,462553088
559943680,536870912,536870912,463273984,463142912,536870912,463208448
559943680,536870912,536870912,463929344,463798272,536870912,463863808
559943680,536870912,536870912,464584704,464453632,536870912,464519168
559943680,536870912,536870912,465240064,465108992,536870912,465174528
559943680,536870912,536870912,466026496,465895424,536870912,465960960
559943680,536870912,536870912,466747392,466616320,536870912,466681856
559943680,536870912,536870912,467533824,467402752,536870912,467468288
559943680,536870912,536870912,468254720,468123648,536870912,468189184
559943680,536870912,536870912,468910080,468779008,536870912,468844544
559943680,536870912,536870912,469565440,469434368,536870912,469499904
559943680,536870912,536870912,470286336,470155264,536870912,470220800
560201728,536870912,536870912,471072768,470941696,536870912,471007232
560201728,536870912,536870912,471859200,471728128,536870912,471793664
560201728,536870912,536870912,472580096,472449024,536870912,472514560
560201728,536870912,536870912,473235456,473104384,536870912,473169920
560201728,536870912,536870912,473890816,473759744,536870912,473825280
560201728,536870912,536870912,474611712,474480640,536870912,474546176
560201728,536870912,536870912,475332608,475201536,536870912,475267072
560201728,536870912,536870912,476119040,475987968,536870912,476053504
560328704,536870912,536870912,476839936,476708864,536870912,476774400
560328704,536870912,536870912,477560832,477429760,536870912,477495296
560328704,536870912,536870912,478281728,478150656,536870912,478216192
560328704,536870912,536870912,479002624,478871552,536870912,478937088
560328704,536870912,536870912,479789056,479657984,536870912,479723520
560328704,536870912,536870912,480444416,480313344,536870912,480378880
560328704,536870912,536870912,481099776,480968704,536870912,481034240
560328704,536870912,536870912,481820672,481689600,536870912,481755136
560328704,536870912,536870912,482476032,482344960,536870912,482410496
560463872,536870912,536870912,483262464,483131392,536870912,483196928
560463872,536870912,536870912,483983360,483852288,536870912,483917824
560463872,536870912,536870912,484704256,484573184,536870912,484638720
560463872,536870912,536870912,485425152,485294080,536870912,485359616
560463872,536870912,536870912,486080512,485949440,536870912,486014976
560463872,536870912,536870912,486801408,486670336,536870912,486735872
560463872,536870912,536870912,487522304,487391232,536870912,487456768
560463872,536870912,536870912,488243200,488112128,536870912,488177664
560586752,536870912,536870912,489029632,488898560,536870912,488964096
560586752,536870912,536870912,489684992,489553920,536870912,489619456
560586752,536870912,536870912,490340352,490209280,536870912,490274816
560586752,536870912,536870912,490995712,490864640,536870912,490930176
560586752,536870912,536870912,491716608,491585536,536870912,491651072
560586752,536870912,536870912,492503040,492371968,536870912,492437504
560586752,536870912,536870912,493289472,493158400,536870912,493223936
560586752,536870912,536870912,494010368,493879296,536870912,493944832
560586752,536870912,536870912,494731264,494600192,536870912,494665728
560717824,536870912,536870912,495386624,495255552,536870912,495321088
560717824,536870912,536870912,496107520,495976448,536870912,496041984
560717824,536870912,536870912,496828416,496697344,536870912,496762880
560717824,536870912,536870912,497549312,497418240,536870912,497483776
560717824,536870912,536870912,498204672,498073600,536870912,498139136
560717824,536870912,536870912,498925568,498794496,536870912,498860032
560717824,536870912,536870912,499580928,499449856,536870912,499515392
560717824,536870912,536870912,500301824,500170752,536870912,500236288
560844800,536870912,536870912,501022720,500891648,536870912,500957184
560844800,536870912,536870912,501743616,501612544,536870912,501678080
560844800,536870912,536870912,502464512,502333440,536870912,502398976
560844800,536870912,536870912,503119872,502988800,536870912,503054336
560844800,536870912,536870912,503840768,503709696,536870912,503775232
560844800,536870912,536870912,504496128,504365056,536870912,504430592
560844800,536870912,536870912,505282560,505151488,536870912,505217024
560844800,536870912,536870912,506003456,505872384,536870912,505937920
560963584,536870912,536870912,506658816,506527744,536870912,506593280
560963584,536870912,536870912,507379712,507248640,536870912,507314176
560963584,536870912,536870912,508035072,507904000,536870912,507969536
560963584,536870912,536870912,508690432,508559360,536870912,508624896
560963584,536870912,536870912,509411328,509280256,536870912,509345792
560963584,536870912,536870912,510197760,510066688,536870912,510132224
560963584,536870912,536870912,510853120,510722048,536870912,510787584
560963584,536870912,536870912,511574016,511442944,536870912,511508480
560963584,536870912,536870912,512294912,512163840,536870912,512229376
561098752,536870912,536870912,512950272,512819200,536870912,512884736
561098752,536870912,536870912,513736704,513605632,536870912,513671168
561098752,536870912,536870912,514392064,514260992,536870912,514326528
561098752,536870912,536870912,515047424,514916352,536870912,514981888
561098752,536870912,536870912,515702784,515571712,536870912,515637248
561098752,536870912,536870912,516358144,516227072,536870912,516292608
561098752,536870912,536870912,517013504,516882432,536870912,516947968
561098752,536870912,536870912,517734400,517603328,536870912,517668864
561098752,536870912,536870912,518520832,518389760,536870912,518455296
561225728,536870912,536870912,519176192,519045120,536870912,519110656
561225728,536870912,536870912,519831552,519700480,536870912,519766016
561225728,536870912,536870912,520486912,520355840,536870912,520421376
561225728,536870912,536870912,521142272,521011200,536870912,521076736
561225728,536870912,536870912,521928704,521797632,536870912,521863168
561225728,536870912,536870912,522649600,522518528,536870912,522584064
561225728,536870912,536870912,523370496,523239424,536870912,523304960
561455104,536870912,536870912,524091392,523960320,536870912,524025856
561455104,536870912,536870912,524877824,524746752,536870912,524812288
561455104,536870912,536870912,525598720,525467648,536870912,525533184
561455104,536870912,536870912,526385152,526254080,536870912,526319616
561455104,536870912,536870912,527106048,526974976,536870912,527040512
561455104,536870912,536870912,527892480,527761408,536870912,527826944
561455104,536870912,536870912,528547840,528416768,536870912,528482304
561455104,536870912,536870912,529268736,529137664,536870912,529203200
561455104,536870912,536870912,530055168,529924096,536870912,529989632
561455104,536870912,536870912,530776064,530644992,536870912,530710528
561479680,536870912,536870912,531562496,531431424,536870912,531496960
561479680,536870912,536870912,532217856,532086784,536870912,532152320
561479680,536870912,536870912,532938752,532807680,536870912,532873216
561479680,536870912,536870912,533594112,533463040,536870912,533528576
561479680,536870912,536870912,534249472,534118400,536870912,534183936
561479680,536870912,536870912,535035904,534904832,536870912,534970368
561479680,536870912,536870912,535756800,535625728,536870912,535691264
561479680,536870912,536870912,536412160,536281088,536870912,536346624
561610752,536870912,536870912,536870912,536870912,536870912,536870912
